reservation_id,renter_user_id,host_user_id,listing_id,created_at,approved_at,successful_payment_collected_at,hex_08_id,dma
5884,4908,403,633,2023-07-08 16:52:56.749311,2023-07-09 09:45:21.539626,2023-07-09 10:05:12.969060,2256b60d68742e9a,New York
5885,4868,69,28,2023-10-22 22:42:15.137903,2023-10-23 03:47:23.768611,2023-10-23 03:58:32.397305,d943e1afae972b42,Washington DC
5886,5927,101,30,2023-02-15 09:27:21.103386,2023-02-15 17:52:52.888646,2023-02-15 18:17:48.728336,14470e2b56b92736,Houston
5887,1736,401,145,2023-06-01 08:28:22.075401,2023-06-02 03:41:21.464994,2023-06-02 04:08:24.995466,47c0a3a4c7cd3e80,Atlanta
5888,7331,485,142,2023-01-26 09:28:33.009879,2023-01-26 15:12:46.738769,2023-01-26 15:29:32.595689,91b49205c38cfcac,Philadelphia
5889,7544,463,234,2023-01-12 22:46:02.454734,2023-01-13 11:10:10.264278,2023-01-13 11:32:45.506538,cb235db541f325a1,Houston
5890,3035,47,823,2023-01-17 12:15:41.499809,2023-01-17 15:27:44.267660,2023-01-17 15:49:19.391678,aa79b6961a23f168,Boston
5891,2889,265,12,2023-10-26 22:28:06.981056,2023-10-27 04:00:10.612342,2023-10-27 04:11:44.321549,062359044b7ae9fe,New York
5892,5555,106,140,2023-07-28 14:56:14.728726,2023-07-29 13:25:22.325452,2023-07-29 13:47:20.885304,f5998fe963a661d3,New York
5893,1328,183,188,2023-09-23 07:28:00.047016,2023-09-23 17:40:34.125689,2023-09-23 17:54:14.725154,3e9cecabb8669e29,Philadelphia
5894,2908,336,453,2023-10-23 07:42:51.104300,2023-10-23 17:40:54.364202,2023-10-23 17:55:37.593792,2094601a0742c616,Los Angeles
5895,6499,150,847,2023-11-18 21:21:16.240425,2023-11-19 14:52:44.917268,2023-11-19 15:19:22.267008,062245235c1507a4,New York
5896,8581,151,173,2023-10-29 13:18:07.886006,2023-10-30 01:02:26.351147,2023-10-30 01:10:56.758222,1c9318afddf750dc,Atlanta
5897,2870,114,387,2023-11-29 16:51:05.057721,2023-11-30 03:22:24.077255,2023-11-30 03:35:38.825912,f8d20d853516185e,Chicago
5898,8433,72,223,2023-04-17 06:19:38.268941,2023-04-17 13:20:25.244260,2023-04-17 13:48:39.899077,f68d1b1c4b9c7bc0,San Francisco
5899,8702,260,278,2023-06-24 09:33:03.390247,2023-06-24 22:09:04.588218,2023-06-24 22:28:36.122700,1448965bd59f845b,San Francisco
5900,4848,273,401,2023-05-14 11:05:36.445801,2023-05-15 01:29:09.548312,2023-05-15 01:34:32.398801,8af865829c69b8de,Philadelphia
5901,1506,383,767,2023-01-28 21:44:49.821882,2023-01-29 13:56:53.590272,2023-01-29 14:02:46.181555,298de9793d4404f5,Philadelphia
5902,3285,305,975,2023-09-06 16:18:16.067061,2023-09-06 23:18:29.820588,2023-09-06 23:42:24.908186,37d12b18b6c4d7b7,Boston
5903,6779,486,882,2023-11-28 16:07:38.596984,2023-11-28 22:39:59.561957,2023-11-28 23:02:04.022606,2b119abf5db4561e,Washington DC
5904,526,460,289,2023-01-27 21:02:56.279092,2023-01-28 01:17:04.697791,2023-01-28 01:44:11.940320,d496188ef5c281b4,Philadelphia
5905,1689,367,194,2023-02-04 04:38:32.126398,2023-02-04 21:00:54.721172,2023-02-04 21:23:49.755727,8a2ccad2e8a05786,Houston
5906,2044,270,632,2023-07-27 08:47:31.826010,2023-07-28 00:35:31.824281,2023-07-28 01:04:54.894619,2f91728b3ba3e48c,Dallas-Ft. Worth
5907,4251,73,872,2023-03-29 23:38:39.231737,2023-03-30 20:59:40.217526,2023-03-30 21:14:04.975162,a48618388bfbc118,Philadelphia
5908,7323,286,855,2023-11-10 16:17:03.332633,2023-11-11 08:53:59.624263,2023-11-11 09:00:06.266583,86d43d6cce01e891,Philadelphia
5909,323,175,313,2023-05-11 13:21:43.644066,2023-05-12 04:41:19.501910,2023-05-12 04:58:57.705691,9aee5acdb420604b,Chicago
5910,2502,183,543,2023-08-14 23:30:07.374722,2023-08-15 21:30:16.857381,2023-08-15 21:49:22.777951,df329fd5b0eeccf4,San Francisco
5911,2149,338,23,2023-08-28 02:37:00.984424,2023-08-29 00:17:03.382129,2023-08-29 00:32:46.691361,1a56e647ad074161,Boston
5912,7532,42,852,2023-12-12 01:47:39.462254,2023-12-12 21:39:36.666278,2023-12-12 22:05:37.885431,077005f44083efbb,Houston
5913,493,178,421,2023-12-22 14:45:23.773542,2023-12-23 10:29:24.894448,2023-12-23 10:50:57.808317,8f52f9d5d9e9f506,New York
5914,4944,294,258,2023-11-03 22:35:48.142773,2023-11-04 20:08:50.683238,2023-11-04 20:16:36.906359,0e027be0e1bda3df,Atlanta
5915,1441,275,107,2023-12-13 01:27:38.097348,2023-12-13 05:04:28.666047,2023-12-13 05:16:24.009139,228a1640b134b890,Chicago
5916,4459,247,778,2023-04-10 13:43:38.958805,2023-04-11 02:33:40.211973,2023-04-11 02:43:36.792774,79bc9531619482a8,Houston
5917,1741,87,144,2023-11-03 03:28:44.597444,2023-11-03 06:44:17.868352,2023-11-03 06:58:14.818174,a1eff4bbab3aac8e,Houston
5918,2047,30,521,2023-12-01 18:13:30.550375,2023-12-01 20:46:06.574323,2023-12-01 21:06:21.650958,e2903ce9461a6e29,Chicago
5919,7596,242,891,2023-10-28 05:54:17.870682,2023-10-29 00:21:33.905372,2023-10-29 00:40:13.199131,96a23f0c86f2b079,San Francisco
5920,7462,56,92,2023-11-14 02:03:36.057448,2023-11-14 14:24:52.949801,2023-11-14 14:41:28.406152,253309a8ee447fe0,Boston
5921,7772,451,616,2023-06-05 20:48:13.052077,2023-06-06 08:29:27.777753,2023-06-06 08:47:43.747487,c70db2d271d4bd94,Los Angeles
5922,4064,491,295,2023-11-10 02:58:23.784228,2023-11-10 09:28:32.693168,2023-11-10 09:57:54.430040,16c9ccee02fb954a,San Francisco
5923,599,80,287,2023-01-17 11:14:02.620732,2023-01-17 21:16:24.567436,2023-01-17 21:43:35.761126,1ef55b96ef263687,San Francisco
5924,910,369,725,2023-04-10 00:15:18.768758,2023-04-10 13:40:36.186324,2023-04-10 14:03:14.106775,23af5eb6d0c2a488,Atlanta
5925,4788,206,220,2023-07-25 07:48:03.019308,2023-07-26 07:39:53.864290,2023-07-26 07:52:20.048424,b68d0aad12ac2d60,Chicago
5926,3291,346,394,2023-07-26 16:04:36.739870,2023-07-26 19:46:12.375218,2023-07-26 20:15:34.291626,1233aaabe37ba84e,Philadelphia
5927,4074,88,161,2023-12-21 13:43:23.343715,2023-12-22 04:29:02.780769,2023-12-22 04:42:46.902647,c2b346eb3aee6f42,Houston
5928,6792,190,177,2023-07-03 04:41:05.048055,2023-07-03 18:54:14.777415,2023-07-03 19:05:53.385395,946c12ee17849222,Houston
5929,2089,481,95,2023-11-19 09:28:41.113846,,,1bcf7d9859bcc568,Atlanta
5930,4431,340,87,2023-11-14 12:28:05.318756,2023-11-14 18:34:56.284280,2023-11-14 18:57:03.919320,b7c30e9784c2d09c,Dallas-Ft. Worth
5931,3311,394,496,2023-04-16 20:13:44.596352,2023-04-17 19:05:37.987633,2023-04-17 19:30:57.928367,97ca67c4e6ec0ce7,Boston
5932,523,363,247,2023-03-07 23:19:08.747440,2023-03-08 19:09:41.180800,2023-03-08 19:34:59.830344,b1feef9ae7dffdc9,Los Angeles
5933,7252,205,354,2023-07-29 22:25:57.655842,2023-07-30 16:50:55.840531,2023-07-30 17:12:09.591578,3570bcc1ec9e6c0b,Philadelphia
5934,5714,208,449,2023-07-20 22:03:05.319748,2023-07-21 21:44:24.593226,2023-07-21 21:57:11.339597,091b129dec325323,New York
5935,963,429,727,2023-07-19 13:09:52.607251,2023-07-19 21:00:30.709894,2023-07-19 21:30:07.976625,a18d73da93072e6a,Chicago
5936,6515,73,588,2023-07-03 18:05:13.992160,2023-07-03 19:11:56.339167,2023-07-03 19:22:16.638439,da115a46393d120e,Philadelphia
5937,2691,390,162,2023-06-02 19:59:00.193479,2023-06-03 13:16:17.396512,2023-06-03 13:34:55.096782,b2dad839f025b21a,Philadelphia
5938,5911,129,398,2023-11-11 04:32:02.851629,2023-11-12 02:08:36.780426,2023-11-12 02:15:06.755381,ded7415131c07b3f,Philadelphia
5939,8031,380,373,2023-03-11 00:36:14.860338,2023-03-11 05:53:24.707500,2023-03-11 06:21:03.772242,8fbf7da0f65c4382,Washington DC
5940,5450,19,484,2023-05-21 00:17:48.587097,2023-05-21 10:21:07.363294,2023-05-21 10:49:39.126442,60f8b313d46e970d,Dallas-Ft. Worth
5941,3963,77,297,2023-11-08 11:43:33.347827,2023-11-09 08:22:09.976260,2023-11-09 08:50:28.832443,7bed54231c40032e,Atlanta
5942,3722,252,446,2023-12-03 11:14:36.885652,2023-12-04 03:48:01.273558,2023-12-04 04:01:13.100752,5a63b52d12a3beb2,Washington DC
5943,1850,149,151,2023-09-07 18:08:03.652181,2023-09-07 21:51:06.502961,2023-09-07 22:10:21.366501,6189b7c6b9f00c22,New York
5944,1242,64,906,2023-10-04 04:43:14.105955,,,54d5b2135a966436,Atlanta
5945,7010,281,521,2023-04-28 02:12:00.854166,2023-04-28 21:02:43.560992,2023-04-28 21:10:25.921756,a26f78b170025205,San Francisco
5946,1621,318,59,2023-02-07 10:35:15.174088,2023-02-07 20:18:47.781231,2023-02-07 20:45:38.643848,e894fabb9b79a9a9,Los Angeles
5947,8780,97,595,2023-01-07 00:27:08.311077,2023-01-07 14:36:32.685487,2023-01-07 14:49:16.045661,130322ff0bdee4d6,Chicago
5948,4933,171,268,2023-09-25 10:33:47.484587,2023-09-25 23:36:11.655784,2023-09-25 23:56:24.441679,01bc6359ee6055be,New York
5949,1352,281,672,2023-11-23 02:52:49.543314,2023-11-23 04:41:48.431230,2023-11-23 04:53:40.643249,311be74a524ca6c1,Los Angeles
5950,341,387,902,2023-09-05 20:28:13.086591,2023-09-06 14:23:55.631038,2023-09-06 14:38:07.357806,49f263bb0ffa6b14,Philadelphia
5951,4627,380,440,2023-02-15 12:34:04.610568,2023-02-16 11:08:34.108730,2023-02-16 11:18:58.961271,02e736e42587db6b,New York
5952,6576,371,933,2023-08-06 20:12:37.874090,2023-08-06 22:59:51.568979,2023-08-06 23:06:10.937170,d0c667a0d0e0011e,Washington DC
5953,5969,322,246,2023-06-15 22:03:54.646109,2023-06-16 10:29:54.516511,2023-06-16 10:48:39.563456,cdf749246ef2a27e,Atlanta
5954,1441,91,615,2023-07-18 10:31:04.613667,2023-07-18 15:30:02.236383,2023-07-18 15:35:31.628207,6265cda44287eb91,San Francisco
5955,7569,437,687,2023-12-02 03:46:08.900348,2023-12-02 08:28:20.787698,2023-12-02 08:39:23.996220,8a25d14cf8716e8c,Dallas-Ft. Worth
5956,8680,351,466,2023-06-03 05:04:06.016727,2023-06-04 02:35:07.167371,2023-06-04 03:01:49.508678,7425f5b5a303adb9,Chicago
5957,7326,15,974,2023-01-24 14:50:12.524546,2023-01-24 16:09:10.620637,2023-01-24 16:25:47.128339,3803a08c2307d8e2,Los Angeles
5958,5674,5,351,2023-11-06 12:36:52.449485,2023-11-07 03:41:50.263479,2023-11-07 04:11:27.367467,737657e6e8320e70,Chicago
5959,6466,184,790,2023-06-14 19:18:18.664259,2023-06-15 07:51:56.280452,2023-06-15 08:17:51.667290,51e137c607b8de39,Dallas-Ft. Worth
5960,7956,1,702,2023-02-01 13:49:57.072090,2023-02-02 07:25:17.415272,2023-02-02 07:54:16.536916,c6a1a33df4156324,Washington DC
5961,3963,471,28,2023-06-09 16:34:05.999375,2023-06-09 17:54:52.755045,2023-06-09 18:10:46.872772,493fd1564b815780,Dallas-Ft. Worth
5962,1208,309,62,2023-06-06 04:21:44.295615,2023-06-06 12:54:21.804692,2023-06-06 13:01:51.429406,4c02cc21b842a7f2,Dallas-Ft. Worth
5963,3507,157,887,2023-09-05 07:24:05.161408,2023-09-05 19:00:24.702329,2023-09-05 19:08:03.175829,ab4baad0d984fe1e,Boston
5964,1781,192,284,2023-10-15 04:56:43.993818,2023-10-16 03:10:03.189645,2023-10-16 03:35:22.475925,aa79f2c971d191cc,New York
5965,3582,490,549,2023-02-14 04:09:48.047696,2023-02-15 03:25:03.118401,2023-02-15 03:45:03.170861,25e2ed373d76aa29,Boston
5966,523,187,131,2023-10-16 02:11:07.211533,2023-10-16 14:01:59.124348,2023-10-16 14:30:35.547466,6cbbd91a1f6a198d,Atlanta
5967,655,358,649,2023-06-14 17:46:23.604446,2023-06-14 20:01:25.274058,2023-06-14 20:10:15.292127,02cf43757652b6db,Houston
5968,3692,196,687,2023-07-31 16:01:21.781195,2023-08-01 13:06:02.420659,2023-08-01 13:33:46.477605,be7ffd942100cfc6,Boston
5969,5116,354,538,2023-12-09 18:37:32.081763,2023-12-10 03:59:12.184242,2023-12-10 04:23:45.456187,0e31bfd8a1b1b7fe,San Francisco
5970,209,8,572,2023-01-17 03:57:35.480777,2023-01-17 19:13:49.858024,2023-01-17 19:42:56.648593,92aea0ee703c4e1a,Los Angeles
5971,223,103,467,2023-10-09 05:21:59.335460,2023-10-09 13:25:51.924665,2023-10-09 13:46:51.705231,d452afcde673a190,Los Angeles
5972,2544,220,924,2023-01-03 17:13:56.076041,2023-01-03 21:09:53.509171,2023-01-03 21:22:20.340346,0b84ffe7cfc225bd,Philadelphia
5973,2509,384,935,2023-06-20 20:26:54.745453,2023-06-21 08:59:52.442468,2023-06-21 09:05:39.592592,8a2c151bdafb9de9,Houston
5974,5756,130,597,2023-11-03 10:33:14.980790,2023-11-03 20:59:55.125278,2023-11-03 21:25:49.693384,06ee334fc8aa19d9,Houston
5975,4315,395,339,2023-08-18 01:37:33.839192,2023-08-18 13:17:39.261449,2023-08-18 13:38:55.140186,3526c035c058c879,Chicago
5976,398,95,606,2023-02-24 20:31:17.053268,2023-02-25 15:55:51.701555,2023-02-25 16:07:34.800853,4113916bc168912f,Dallas-Ft. Worth
5977,476,223,901,2023-02-13 12:13:43.303244,2023-02-14 11:52:08.925711,2023-02-14 12:00:24.072878,5c864bbd99cc9255,Dallas-Ft. Worth
5978,8433,65,1000,2023-12-01 13:47:19.542536,2023-12-02 05:05:47.253011,2023-12-02 05:30:55.903037,2c4ba894eb117301,Washington DC
5979,2037,84,110,2023-06-29 00:37:26.601751,2023-06-29 20:22:19.785051,2023-06-29 20:31:16.424608,4903ab0f72604b9a,Washington DC
5980,2870,122,121,2023-02-23 22:57:01.301627,2023-02-24 20:21:53.941360,2023-02-24 20:43:19.218330,00d8a647d4a8d3ee,Houston
5981,2319,496,737,2023-07-21 10:42:52.206018,2023-07-21 22:14:31.256990,2023-07-21 22:31:08.623430,b615b6b68df02be0,Atlanta
5982,101,30,466,2023-07-05 01:44:48.772380,2023-07-05 07:32:11.070359,2023-07-05 07:43:30.956558,272f55b23dcd0628,Boston
5983,3839,329,65,2023-03-27 13:59:40.156316,2023-03-28 13:19:14.856356,2023-03-28 13:36:25.179260,b32d64ee59bc4e20,Houston
5984,4944,190,402,2023-07-17 06:37:56.871504,2023-07-17 11:26:14.462955,2023-07-17 11:52:25.911077,f4c0b961b47cb7db,Philadelphia
5985,5642,336,401,2023-04-09 00:58:12.293450,,,02fb256c2b834ad2,New York
5986,6155,182,485,2023-07-30 03:09:06.644943,2023-07-30 23:10:59.964091,2023-07-30 23:29:56.187184,9c1f269f20c31c1d,Chicago
5987,2788,412,68,2023-04-03 04:31:43.523789,2023-04-03 23:36:59.648580,2023-04-04 00:01:20.538415,7a8f02ef5a578897,Boston
5988,7525,498,742,2023-03-10 12:15:46.230336,2023-03-11 04:30:05.384977,2023-03-11 04:47:20.396360,0e167742d8783abd,Chicago
5989,3757,422,167,2023-09-25 06:28:59.339861,2023-09-26 01:13:59.425163,2023-09-26 01:24:35.669925,a888ae4a9edeb8fe,New York
5990,7197,336,647,2023-07-29 13:14:40.224124,2023-07-29 18:48:08.130859,2023-07-29 18:57:57.805518,a82c6f91b4fd1d20,Atlanta
5991,7379,467,998,2023-04-02 12:36:13.214325,2023-04-03 01:45:22.504051,2023-04-03 02:04:17.721119,5b2a5e834dac4f55,Philadelphia
5992,3678,66,997,2023-12-24 21:31:36.316140,2023-12-24 23:26:16.123680,2023-12-24 23:32:32.638455,5d62099619dbd6db,Washington DC
5993,8106,475,815,2023-08-22 09:40:00.044496,2023-08-22 17:20:46.794017,2023-08-22 17:27:04.968539,7b1b4d206d5bc24b,New York
5994,3660,19,547,2023-01-28 12:43:21.006885,2023-01-29 08:18:27.937321,2023-01-29 08:25:41.672760,9cd4b655b2470e37,Dallas-Ft. Worth
5995,5939,390,40,2023-01-01 21:14:13.521911,2023-01-02 09:59:34.003148,2023-01-02 10:18:02.035100,ee32b16a713f7d09,Houston
5996,8026,334,247,2023-05-01 09:10:02.329500,2023-05-02 04:14:14.121774,2023-05-02 04:34:02.947112,f237d01ad85eeec5,San Francisco
5997,8816,463,752,2023-11-11 08:24:25.132598,2023-11-11 22:44:21.295602,2023-11-11 23:14:12.843126,092ea50fd488b540,New York
5998,7858,154,721,2023-07-15 07:04:22.948720,2023-07-15 11:36:26.606442,2023-07-15 11:44:41.212449,116c0fa8d7b92626,Houston
5999,2100,155,503,2023-09-21 03:57:10.811698,2023-09-22 00:04:53.058274,2023-09-22 00:20:21.401134,a549c87999f36810,Dallas-Ft. Worth
6000,7447,46,269,2023-11-12 13:36:11.338518,2023-11-13 02:44:49.083435,2023-11-13 02:50:59.433397,c6d9d7b521948b17,Washington DC
6001,3859,26,145,2023-06-08 03:09:11.203705,2023-06-09 01:05:07.373868,2023-06-09 01:14:50.129462,db99f42e37d05a5a,Chicago
6002,905,87,281,2023-07-06 11:13:35.654060,2023-07-06 15:03:53.210240,2023-07-06 15:19:35.034435,a9b2ef0fb0c2b434,Houston
6003,4809,152,34,2023-08-09 10:25:30.160423,2023-08-10 07:50:18.266892,2023-08-10 08:17:08.439887,7f3541e393365e85,Philadelphia
6004,4632,465,792,2023-06-12 23:01:12.149708,2023-06-13 01:40:49.624012,2023-06-13 01:46:57.310395,72f671d08b204a99,Philadelphia
6005,8376,187,468,2023-01-12 08:11:42.845884,2023-01-13 01:08:40.372352,2023-01-13 01:32:59.533309,8eb7c063f756fb28,Los Angeles
6006,7109,291,549,2023-09-15 09:14:11.571253,2023-09-15 21:24:31.278574,2023-09-15 21:53:24.552020,a85aa86bf5d1cdeb,Boston
6007,6061,110,567,2023-11-26 16:44:51.876403,2023-11-27 03:11:20.876602,2023-11-27 03:16:55.253239,b6e45f713e5f3580,Washington DC
6008,1308,479,325,2023-08-04 08:35:45.583913,2023-08-04 19:46:15.153392,2023-08-04 20:05:51.842570,cbcfea067c59342b,Atlanta
6009,8573,92,310,2023-01-31 06:36:45.319889,2023-02-01 02:10:42.276212,2023-02-01 02:32:56.442699,8bba5da0ec3f159c,Chicago
6010,8720,171,924,2023-01-09 00:36:44.491275,2023-01-09 19:23:30.409836,2023-01-09 19:40:22.515178,2e9bbea3a27df355,Los Angeles
6011,6955,254,259,2023-11-01 12:12:35.893366,2023-11-01 23:30:48.263885,2023-11-01 23:56:54.874671,04822c11898728a1,Washington DC
6012,2448,106,857,2023-03-25 13:28:59.093903,2023-03-25 16:58:50.140634,2023-03-25 17:13:49.957478,398c4bf1f8438944,Houston
6013,3952,402,708,2023-04-09 03:24:29.252867,,,76336d5b118ab8d2,Washington DC
6014,1640,349,271,2023-01-17 10:33:56.410401,2023-01-18 02:11:46.038499,2023-01-18 02:28:55.467537,6da415ea01215913,San Francisco
6015,399,488,11,2023-02-16 13:09:20.628116,2023-02-17 04:35:56.754807,2023-02-17 04:42:39.879699,c0e81be41fdd79b1,Chicago
6016,5384,434,56,2023-05-20 11:14:22.959192,2023-05-21 01:32:29.223864,2023-05-21 02:01:48.178650,de8334403b5f52be,Houston
6017,8356,439,639,2023-02-21 22:11:57.472117,2023-02-22 20:12:00.921764,2023-02-22 20:29:27.754670,6a3e49d0c3ba092b,Washington DC
6018,2917,352,546,2023-06-19 13:40:01.749831,2023-06-20 11:23:12.325564,2023-06-20 11:52:41.543450,00732e153399810f,Houston
6019,6892,71,166,2023-05-02 15:31:05.263148,2023-05-03 11:11:54.356204,2023-05-03 11:30:39.299883,459fc6822dcb2fd9,Los Angeles
6020,4421,313,296,2023-02-23 03:05:49.228133,2023-02-23 19:14:52.049266,2023-02-23 19:35:38.532360,a3eacc050ffccabb,Boston
6021,7826,39,757,2023-11-16 02:44:18.320946,2023-11-16 12:35:31.850991,2023-11-16 13:02:14.207215,8070aaf0a1773282,Houston
6022,8068,385,842,2023-08-17 04:24:11.236167,2023-08-17 05:43:48.455783,2023-08-17 06:09:16.866508,de17be5b8eed3a39,Washington DC
6023,1601,500,196,2023-03-23 04:05:07.695097,2023-03-24 03:05:52.186740,2023-03-24 03:23:49.461875,29973c3458a2a30d,New York
6024,589,22,209,2023-01-09 10:51:25.575693,2023-01-10 08:17:12.260497,2023-01-10 08:43:15.386983,ed212e51c8e1898f,Washington DC
6025,1951,326,898,2023-02-05 15:48:05.376285,2023-02-06 12:33:58.370739,2023-02-06 12:56:40.162083,f586e791bdc44bee,Dallas-Ft. Worth
6026,3905,46,699,2023-10-19 02:51:40.101373,2023-10-19 08:28:33.803129,2023-10-19 08:43:12.994445,5116dcc7e3e974aa,Houston
6027,3515,343,173,2023-11-01 20:33:30.973360,2023-11-02 08:18:33.401840,2023-11-02 08:47:29.203326,177b8043ce4c8347,New York
6028,3721,311,316,2023-12-27 20:15:14.818404,2023-12-28 05:04:00.356837,2023-12-28 05:13:18.879697,c7987afba8b58558,New York
6029,6274,188,974,2023-08-12 20:44:27.192781,2023-08-12 23:30:32.318901,2023-08-12 23:59:25.049604,30a1e06aede22132,Los Angeles
6030,1451,91,295,2023-11-19 22:31:56.909435,2023-11-20 18:22:38.736185,2023-11-20 18:46:00.088292,ef5e80761a39ce72,Philadelphia
6031,206,53,243,2023-01-08 17:16:05.571299,2023-01-09 07:01:49.825465,2023-01-09 07:16:00.899485,6580a68536b7a88f,San Francisco
6032,4329,70,494,2023-01-23 23:51:31.666762,2023-01-24 04:20:16.703876,2023-01-24 04:45:38.826513,c3205d03fb2a8802,San Francisco
6033,5453,310,414,2023-04-17 04:09:15.115642,2023-04-17 10:17:31.662539,2023-04-17 10:43:16.831030,98f065d17ebfdcbb,Washington DC
6034,1969,345,506,2023-12-01 17:56:51.760318,2023-12-02 09:59:36.888659,2023-12-02 10:17:05.706086,2be2343a6a90f81a,San Francisco
6035,6794,379,33,2023-03-10 15:57:53.799928,2023-03-11 02:45:02.805155,2023-03-11 03:08:52.961544,8b8688b584d0a092,Los Angeles
6036,4574,215,584,2023-02-26 06:22:17.573843,2023-02-26 13:24:13.336473,2023-02-26 13:44:53.057366,488f9a1d1e06fa98,Boston
6037,656,284,633,2023-09-09 23:12:12.237871,2023-09-10 09:07:20.368841,2023-09-10 09:26:31.503788,bd951d0cb54e4f26,Atlanta
6038,5211,148,514,2023-04-23 06:57:08.545431,2023-04-23 20:22:12.039377,2023-04-23 20:40:25.626575,8ec16aea64bbfa72,New York
6039,1051,161,703,2023-07-15 14:42:05.088642,2023-07-15 18:40:40.584513,2023-07-15 18:54:44.799877,ecd302e469d8064e,Los Angeles
6040,8000,160,544,2023-03-24 23:18:06.739012,2023-03-25 09:45:49.711684,2023-03-25 09:59:35.283284,92975803914d5442,Houston
6041,6218,99,608,2023-03-30 21:49:14.683594,,,19379ecdbe6bad4d,New York
6042,2441,130,899,2023-04-21 18:02:27.412321,2023-04-22 08:38:10.727240,2023-04-22 09:03:47.181184,a43880d8aed31851,New York
6043,5367,250,366,2023-08-18 21:07:11.741379,2023-08-19 07:01:35.217035,2023-08-19 07:11:35.923449,b4b041619a660fb3,Washington DC
6044,6162,467,287,2023-10-17 23:19:16.173711,2023-10-18 07:14:30.724646,2023-10-18 07:34:01.447087,26f0f84ab9b4c553,Washington DC
6045,684,483,8,2023-02-13 20:09:07.523942,2023-02-13 23:29:05.015843,2023-02-13 23:58:37.701179,5072d6a4c4f859d4,San Francisco
6046,3076,494,684,2023-05-13 14:12:02.041322,2023-05-14 01:36:26.185233,2023-05-14 01:52:55.031249,6326188524b9a950,Chicago
6047,1485,45,333,2023-02-27 15:20:13.860884,2023-02-28 14:32:29.482950,2023-02-28 14:46:06.105384,b28785231e4382aa,Washington DC
6048,323,414,857,2023-11-28 21:11:59.708511,2023-11-29 06:49:44.637359,2023-11-29 07:09:45.385988,3b655d49ba79653b,Boston
6049,4049,158,394,2023-06-29 23:39:51.277967,2023-06-30 06:13:11.454008,2023-06-30 06:20:30.953361,236696b0e1ea8bdd,Philadelphia
6050,6968,181,679,2023-12-13 14:43:00.767409,2023-12-13 16:53:08.217239,2023-12-13 17:10:05.668068,4742b7aace0bea8b,Los Angeles
6051,7931,438,188,2023-07-21 07:07:57.983650,2023-07-21 10:14:40.920684,2023-07-21 10:42:44.440405,edd306812cce4562,Houston
6052,250,436,902,2023-08-31 13:15:24.175779,2023-09-01 07:19:28.893250,2023-09-01 07:32:57.392509,644dbbb7810d86e6,New York
6053,5735,137,544,2023-06-02 12:26:10.624077,2023-06-03 00:52:20.640805,2023-06-03 00:58:35.024552,414f62572f7f97a2,New York
6054,835,111,545,2023-03-20 08:55:40.822535,2023-03-21 03:39:21.053790,2023-03-21 03:49:48.633056,ef6303fd1e3661e2,Philadelphia
6055,5642,367,290,2023-11-26 15:08:27.688054,2023-11-27 10:33:59.817997,2023-11-27 10:59:42.177855,0a5851c28eb81f29,Chicago
6056,1079,278,663,2023-11-03 19:26:10.861337,2023-11-04 10:37:38.009920,2023-11-04 11:06:13.552853,3b6b23815b8881e8,Boston
6057,4017,246,489,2023-12-12 03:08:31.128357,2023-12-12 23:49:02.248981,2023-12-13 00:03:27.086833,d623cf4dd1f213c9,Philadelphia
6058,2833,76,435,2023-06-06 07:53:07.119198,2023-06-06 20:45:38.428618,2023-06-06 21:08:07.309230,7ef635a01898e63b,Philadelphia
6059,4163,65,213,2023-03-24 00:45:59.791196,2023-03-24 22:53:02.051976,2023-03-24 23:15:59.977731,800a6ab4de69c7de,Philadelphia
6060,8919,424,837,2023-06-06 21:18:01.427230,2023-06-07 20:11:55.983901,2023-06-07 20:17:43.599158,ad8c59151fbc7ed8,Chicago
6061,214,284,840,2023-11-21 19:21:39.940157,2023-11-22 05:52:26.368695,2023-11-22 06:15:04.956468,7fce7b3b207147fe,New York
6062,7532,141,833,2023-06-30 01:13:29.492741,2023-06-30 14:06:11.865393,2023-06-30 14:19:02.232309,994a0e23120ad91f,Boston
6063,6220,448,386,2023-09-06 14:19:47.754588,2023-09-07 05:51:59.702509,2023-09-07 06:03:06.281463,b454c1c948f50896,San Francisco
6064,1598,112,426,2023-11-12 07:18:49.361482,2023-11-12 16:02:59.289879,2023-11-12 16:09:53.646210,eb4418fe21492c34,San Francisco
6065,1678,6,335,2023-06-20 06:35:04.155908,2023-06-20 23:28:56.764072,2023-06-20 23:42:28.545739,b9cbf0c0f44a3bd6,San Francisco
6066,2109,365,52,2023-12-24 08:18:29.128475,2023-12-24 21:00:26.221990,2023-12-24 21:28:53.744104,b7af1e62ceb92ac3,San Francisco
6067,8229,273,512,2023-10-27 19:59:15.380038,2023-10-28 01:47:54.818060,2023-10-28 02:02:24.175053,82fa49dd2cc23894,Atlanta
6068,7010,325,680,2023-02-28 11:15:29.147714,2023-02-28 14:30:58.415638,2023-02-28 14:58:59.389984,c3e9cd2d8d0b2de1,Boston
6069,2109,352,46,2023-05-21 16:48:37.846200,2023-05-22 14:13:09.830921,2023-05-22 14:22:44.960487,0ba2478651b351a3,Washington DC
6070,2247,265,563,2023-01-19 06:55:58.788546,2023-01-19 15:17:30.575361,2023-01-19 15:28:28.414854,cb19c1765a94bb92,Philadelphia
